Table S2. Genes that responded to Pou5f1 suppression in ZHBTc4 ES cells,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Features of OCT4/NANOG binding site,,,,,,,,,,,,
Z00035940-1,LOC545787,59.2,-0.271,1.866,0,5.667,0,0,0,0,0,0,0,0,0,0,1,0,0,LOC545787,
Z00053540-1,4933437F05Rik,20.03,-0.271,1.866,0,7.916,0,0,-1620,0,0,0,2,2.6273,0,-0.29421704,0.5417,0,0,4933437F05Rik,RIKEN cDNA 4933437F05 gene
Z00056867-1,Rai14,87.22,-0.271,1.866,0,10.789,0,0,-9593,0,0,2,21,9.0277,-0.434,0,0.0893,1,1,Rai14,retinoic acid induced 14
Z00063607-1,Gatad1,53.67,-0.271,1.866,0,3.982,0.0001,0.00035,-448,0,0,2,2,5.513,0,0,0.5048,0,1,Gatad1,"predicted gene, EG666625"
Z00004795-1,Mthfd1,62.78,-0.27,1.862,0,9.748,0,0,-192,1,0,0,6,4.7052,0,-0.22256734,0.3404,0,0,Mthfd1,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase"
Z00014752-1,Efcab1,28.67,-0.27,1.862,0,9.862,0,0,51045,0,1,0,2,1.2026,0,0,0.6026,0,0,Efcab1,EF hand calcium binding domain 1
Z00016958-1,Gdap10,50.76,-0.27,1.862,0,8.497,0,0,44142,0,1,2,0,1.0951,-0.891,-0.28400985,0.656,0,0,Gdap10,ganglioside-induced differentiation-associated-protein 10
Z00018051-1,Xpo5,76.09,-0.27,1.862,0,10.894,0,0,0,0,0,0,0,0,0,0,1,0,0,Xpo5,exportin 5
Z00020266-1,Arl15,27.53,-0.27,1.862,0,10.479,0,0,15882,0,0,1,3,2.9119,0,0,0.4328,0,0,Arl15,ADP-ribosylation factor-like 15
Z00020881-1,Zmiz2,31.67,-0.27,1.862,1,14.677,0,0,53,1,0,4,0,2.8959,0,0,0.2984,0,0,Zmiz2,"zinc finger, MIZ-type containing 2"
Z00026758-1,1700067K01Rik,50.17,-0.27,1.862,0,12.222,0,0,7268,0,1,4,0,2.526,0,0,0.5048,0,0,1700067K01Rik,RIKEN cDNA 1700067K01 gene
Z00030087-1,C330048F19,22.14,-0.27,1.862,0,18.141,0,0,0,0,0,0,0,0,0,0,1,0,0,C330048F19,hypothetical protein C330048F19
Z00034068-1,D030056L22Rik,23.65,-0.27,1.862,0,6.98,0,0,-2003,0,1,0,3,3.2148,0,0,0.5195,0,0,D030056L22Rik,RIKEN cDNA D030056L22 gene
Z00034073-1,Mtfr1,15.54,-0.27,1.862,1,5.147,0,0.00001,34405,0,0,2,5,3.4717,0,0,0.319,0,0,Mtfr1,mitochondrial fission regulator 1
Z00049720-1,EG245190,11.76,-0.27,1.862,0,12.713,0,0,0,0,0,0,0,0,0,0,1,0,0,EG245190,"predicted gene, EG245190"
Z00056481-1,Apeh,35.57,-0.27,1.862,1,5.862,0,0,2532,1,0,2,0,1.0297,0,0,0.5567,0,0,Apeh,acylpeptide hydrolase
Z00056722-1,Hdac1,22.93,-0.27,1.862,0,12.131,0,0,-973,0,0,0,2,2.9307,0,0,0.5338,0,0,Hdac1,histone deacetylase 1
Z00057270-1,Gtpbp5,16.88,-0.27,1.862,0,10.389,0,0,1474,0,0,2,0,2.3651,0,0,0.5673,0,0,Gtpbp5,GTP binding protein 5
Z00063560-1,Snrpf,94.4,-0.27,1.862,0,10.406,0,0,0,0,0,0,0,0,0,0,1,0,0,Snrpf,small nuclear ribonucleoprotein polypeptide F
Z00063794-1,Bub1b,67.55,-0.27,1.862,0,8.829,0,0,37351,0,0,3,0,1.4602,0,0,0.5659,0,0,Bub1b,"Mus musculus budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae) (Bub1b), mRNA"
Z00064321-1,Sumo2,96.49,-0.27,1.862,0,12.14,0,0,-27692,0,0,0,5,2.4296,0,0,0.5213,0,0,Sumo2,"Mus musculus SMT3 suppressor of mif two 3 homolog 2 (yeast) (Sumo2), mRNA"
Z00002657-1,Six4,36.96,-0.269,1.857,0,16.037,0,0,27219,0,0,10,11,7.2597,-0.431,-0.277304979,0.1143,1,1,Six4,"Mus musculus sine oculis-related homeobox 4 homolog (Drosophila) (Six4), mRNA"
Z00003983-1,Cep57,64.44,-0.269,1.857,0,9.222,0,0,28890,0,0,2,0,1.2055,0,0,0.6104,0,0,Cep57,centrosomal protein 57
Z00005794-1,Sdad1,55.69,-0.269,1.857,0,13.393,0,0,0,0,0,0,0,0,0,-0.224925308,1,0,0,Sdad1,SDA1 domain containing 1
Z00006582-1,Ebna1bp2,87.16,-0.269,1.857,0,9.467,0,0,42,1,0,0,2,1.868,0,-0.195183484,0.5198,0,0,Ebna1bp2,EBNA1 binding protein 2
Z00008341-1,Rfc3,45.76,-0.269,1.857,0,10.642,0,0,0,0,0,0,0,0,0,0,1,0,0,Rfc3,replication factor C (activator 1) 3
Z00008371-1,D12Ertd553e,16.94,-0.269,1.857,1,13.859,0,0,-84550,0,0,5,5,3.5494,0,0,0.319,0,0,D12Ertd553e,"DNA segment, Chr 12, ERATO Doi 553, expressed"
Z00011914-1,Lcmt1,29.21,-0.269,1.857,0,11.293,0,0,-2,1,0,3,0,2.2527,0,0,0.5383,0,0,Lcmt1,leucine carboxyl methyltransferase 1
Z00012151-1,1110001A23Rik,33.35,-0.269,1.857,0,9.67,0,0,0,0,0,0,0,0,0,0,1,0,0,1110001A23Rik,"H3136C02-5 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3136C02 5', mRNA sequence"
Z00016901-1,Sin3a,64.26,-0.269,1.857,0,15.01,0,0,6141,0,0,2,0,1.7119,0,0,0.5501,0,1,Sin3a,"transcriptional regulator, SIN3A (yeast)"
Z00017854-1,Tspan6,91.8,-0.269,1.857,0,7.006,0,0,0,0,0,0,0,0,0,0,1,0,0,Tspan6,tetraspanin 6
Z00020827-1,Pamci,19.98,-0.269,1.857,0,12.602,0,0,18606,0,0,2,0,1.3318,0,0,0.698,0,0,Pamci,peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor
Z00026008-1,A230051G13Rik,20.93,-0.269,1.857,0,10.657,0,0,38974,0,0,0,3,1.6346,0.337,0,0.6337,0,0,A230051G13Rik,RIKEN cDNA A230051G13 gene
Z00035097-1,Guk1,84.45,-0.269,1.857,0,11.768,0,0,0,0,0,0,0,0,0,-0.221881654,1,0,0,Guk1,guanylate kinase 1
Z00035492-1,Mcm3ap,22.4,-0.269,1.857,0,9.867,0,0,39096,0,0,2,1,1.959,0,0,0.6083,0,0,Mcm3ap,minichromosome maintenance deficient 3 (S. cerevisiae) associated protein
Z00036280-1,Nova1,53.63,-0.269,1.857,0,11.656,0,0,1065,0,0,3,0,3.2684,-1.182,-0.206668245,0.5048,0,0,Nova1,neuro-oncological ventral antigen 1
Z00036660-1,Esr1,5.86,-0.269,1.857,1,7.439,0,0,-4895,0,1,2,0,1.8021,0,0,0.563,0,1,Esr1,estrogen receptor 1 (alpha)
Z00042517-1,Acacb,23.91,-0.269,1.857,0,19.256,0,0,-262,0,0,0,2,2.9307,-0.284,-0.258149402,0.5338,0,0,Acacb,acetyl-Coenzyme A carboxylase beta
Z00054516-1,Mutyh,31.91,-0.269,1.857,0,9.903,0,0,0,0,0,0,0,0,0,0,1,0,0,Mutyh,mutY homolog (E. coli)
Z00055563-1,Tectb,4.31,-0.269,1.857,0,4.825,0.00001,0.00002,34942,0,0,4,4,3.7788,0,0,0.2374,0,0,Tectb,tectorin beta
Z00002411-1,Mrps31,24.68,-0.268,1.853,0,15.659,0,0,10459,0,1,3,3,4.1591,0,0,0.3729,0,0,Mrps31,mitochondrial ribosomal protein S31
Z00003447-1,Mrpl11,99.33,-0.268,1.853,0,16.09,0,0,1488,0,0,0,2,2.6784,0,0,0.494,0,0,Mrpl11,mitochondrial ribosomal protein L11
Z00010009-1,Slco4c1,57.15,-0.268,1.853,0,8.939,0,0,-4378,0,0,0,2,2.0976,0,-0.399792278,0.5549,0,0,Slco4c1,"solute carrier organic anion transporter family, member 4C1"
Z00012359-1,Thyn1,70.27,-0.268,1.853,0,8.501,0,0,0,0,0,0,0,0,0,0,1,0,0,Thyn1,thymocyte nuclear protein 1
Z00022075-1,Cd38,32.52,-0.268,1.853,0,20.666,0,0,589,1,0,1,9,8.0272,0,0,0.0599,1,0,Cd38,CD38 antigen
Z00026275-1,C330006A16Rik,70.01,-0.268,1.853,0,8.963,0,0,-1177,0,0,2,0,2.4887,0,0,0.4614,0,0,C330006A16Rik,RIKEN cDNA C330006A16 gene
Z00032549-1,Rfesd,84.61,-0.268,1.853,0,11.973,0,0,0,0,0,0,0,0,0,0,1,0,0,Rfesd,Rieske (Fe-S) domain containing
Z00033280-1,LOC671629,21.32,-0.268,1.853,0,18.106,0,0,-19159,0,0,2,4,3.6247,0,0,0.5046,0,0,LOC671629,hypothetical protein LOC671629
Z00035011-1,Tsr2,54.77,-0.268,1.853,0,13.508,0,0,0,0,0,0,0,0,0,0,1,0,0,Tsr2,"TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)"
Z00064177-1,Pon3,36.27,-0.268,1.853,0,10.321,0,0,-9731,0,0,2,0,1.5424,0,0,0.476,0,0,Pon3,"Mus musculus paraoxonase 3 (Pon3), mRNA"
Z00001118-1,Dus2l,44.21,-0.267,1.849,0,12.907,0,0,20289,0,0,2,0,1.3059,0,0,0.5191,0,0,Dus2l,"dihydrouridine synthase 2-like (SMM1, S. cerevisiae)"
Z00007981-1,3110001D03Rik,92.82,-0.267,1.849,0,14.154,0,0,15153,0,0,1,3,2.943,0,-0.223209512,0.4846,0,0,3110001D03Rik,RIKEN cDNA 3110001D03 gene
Z00022592-1,Tek,34.1,-0.267,1.849,0,13.528,0,0,124302,0,0,2,1,1.5075,0,-0.455848714,0.5466,0,0,Tek,endothelial-specific receptor tyrosine kinase
Z00024935-1,Prps2,92.51,-0.267,1.849,0,11.157,0,0,2520,0,0,3,0,2.6892,0,-0.427957758,0.4846,0,0,Prps2,phosphoribosyl pyrophosphate synthetase 2
Z00025023-1,Myom2,1.97,-0.267,1.849,1,10.011,0,0,14892,0,0,3,0,1.7983,0,0,0.563,0,0,Myom2,myomesin 2
Z00025047-1,Lmbr1l,1.97,-0.267,1.849,1,12.579,0,0,654,1,0,0,2,1.868,0,0,0.563,0,0,Lmbr1l,limb region 1 like
Z00025868-1,Ubadc1,34.34,-0.267,1.849,0,6.501,0,0,0,0,0,0,0,0,0,0,1,0,0,Ubadc1,ubiquitin associated domain containing 1
Z00026265-1,Pla2g4e,6.62,-0.267,1.849,0,9.135,0,0,1481,0,1,1,4,5.6514,0,0,0.1008,1,0,Pla2g4e,"phospholipase A2, group IVE"
Z00026792-1,A730094L24Rik,14.26,-0.267,1.849,0,8.057,0,0,0,0,0,0,0,0,0,0,1,0,0,A730094L24Rik,RIKEN cDNA A730094L24 gene
Z00027280-1,LOC621233,21.67,-0.267,1.849,0,11.708,0,0,0,0,0,0,0,0,0,0,1,0,0,LOC621233,
Z00034339-1,Zfp239,41.39,-0.267,1.849,0,16.415,0,0,731,1,0,2,0,1.5197,0,0,0.476,0,1,Zfp239,zinc finger protein 239
Z00035435-1,Tle6,38.9,-0.267,1.849,1,9.88,0,0,16615,0,0,0,2,1.5507,0.277,0.190146259,0.5454,0,1,Tle6,"transducin-like enhancer of split 6, homolog of Drosophila E(spl)"
Z00047677-1,Ahnak,8.01,-0.267,1.849,1,9.458,0,0,-8492,0,0,0,3,2.3178,0,0.269772155,0.5428,0,0,Ahnak,AHNAK nucleoprotein (desmoyokin)
Z00057044-1,H2-Ke2,83.73,-0.267,1.849,0,9.125,0,0,0,0,0,0,0,0,0,0,1,0,0,H2-Ke2,H2-K region expressed gene 2
Z00068338-1,Ccnb1,104.37,-0.267,1.849,0,8.205,0,0,624,1,0,3,0,2.2527,0,0,0.5213,0,0,Ccnb1,
Z00009651-1,Nucks1,89.92,-0.266,1.845,0,9.024,0,0,-20772,0,1,5,16,7.5954,0,0,0.1271,1,0,Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1
Z00009909-1,Zfp704,57.85,-0.266,1.845,0,11.489,0,0,-1333,0,0,0,2,2.7459,0,0,0.5048,0,0,Zfp704,zinc finger protein 704
Z00009929-1,Atpbd4,50.23,-0.266,1.845,0,17.248,0,0,93419,0,0,0,2,1.0487,0,0,0.6647,0,0,Atpbd4,ATP binding domain 4
Z00016494-1,Lnpep,22.87,-0.266,1.845,1,22.53,0,0,-114909,0,1,1,12,3.5943,0,0,0.319,0,0,Lnpep,leucyl/cystinyl aminopeptidase
Z00020727-1,Mllt11,20.81,-0.266,1.845,1,3.883,0.00014,0.00048,-410,0,0,3,0,3.3154,0,0,0.319,0,0,Mllt11,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11"
Z00031158-1,Eif2s1,73.99,-0.266,1.845,0,10.092,0,0,354,1,0,2,0,1.5197,-0.251,0,0.5942,0,0,Eif2s1,"eukaryotic translation initiation factor 2, subunit 1 alpha"
Z00034039-1,Umps,83.14,-0.266,1.845,0,8.034,0,0,-12942,0,1,0,3,2.1068,0,0,0.5195,0,0,Umps,uridine monophosphate synthetase
Z00036644-1,Ccdc123,98,-0.266,1.845,0,7.722,0,0,0,0,0,0,0,0,0,0,1,0,0,Ccdc123,coiled-coil domain containing 123
Z00048826-1,Apbb1ip,4.69,-0.266,1.845,1,2.826,0.02345,0.01049,-33238,0,0,0,5,2.3312,0,0,0.5428,0,0,Apbb1ip,"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein"
Z00006456-1,2810025M15Rik,75.14,-0.265,1.84,0,9.432,0,0,3495,0,0,2,0,1.945,0,-0.326092459,0.5372,0,0,2810025M15Rik,RIKEN cDNA 2810025M15 gene
Z00015993-1,A130010J15Rik,41.6,-0.265,1.84,0,10.267,0,0,-3924,0,0,4,1,4.3071,0,0,0.2697,0,0,A130010J15Rik,RIKEN cDNA A130010J15 gene
Z00020736-1,Efna2,63.34,-0.265,1.84,0,11.628,0,0,-492,1,0,2,0,1.5197,0,0,0.5532,0,0,Efna2,ephrin A2
Z00023399-1,Slc5a4b,27.15,-0.265,1.84,0,11.801,0,0,43011,0,0,2,6,3.5621,0,0,0.4328,0,0,Slc5a4b,"solute carrier family 5 (neutral amino acid transporters, system A), member 4b"
Z00023631-1,Akr1c18,49.2,-0.265,1.84,0,8.43,0,0,-6483,0,1,1,2,3.0223,0,0,0.5048,0,0,Akr1c18,"aldo-keto reductase family 1, member C18"
Z00025198-1,Rpl31,101.43,-0.265,1.84,0,19.526,0,0,64804,0,0,6,0,1.9758,0,0,0.5429,0,0,Rpl31,ribosomal protein L31
Z00059257-1,Rwdd1,92.69,-0.265,1.84,0,16.168,0,0,-13407,0,0,2,0,1.4344,0,0,0.6149,0,0,Rwdd1,RWD domain containing 1
Z00062557-1,Stard3nl,23.79,-0.265,1.84,0,14.431,0,0,8555,0,1,2,2,3.3904,0,0,0.5046,0,0,Stard3nl,STARD3 N-terminal like
Z00003935-1,BC055324,41.42,-0.264,1.836,0,10.532,0,0,46607,0,0,1,3,2.2818,0,0,0.3845,0,0,BC055324,cDNA sequence BC055324
Z00006542-1,Mat2a,94.71,-0.264,1.836,0,11.576,0,0,-28398,0,0,0,2,1.3734,0,0,0.6149,0,0,Mat2a,"methionine adenosyltransferase II, alpha"
Z00013064-1,Gap43,23.04,-0.264,1.836,1,7.746,0,0,-141659,0,0,0,5,1.6787,0,-0.582791046,0.4658,0,0,Gap43,growth associated protein 43
Z00015582-1,Eml5,56.06,-0.264,1.836,0,9.117,0,0,-13882,0,1,2,0,1.4231,-0.201,0,0.559,0,0,Eml5,echinoderm microtubule associated protein like 5
Z00035644-1,Ccl9,21.42,-0.264,1.836,0,11.701,0,0,-3484,0,0,2,1,3.3874,0,0,0.5046,0,0,Ccl9,chemokine (C-C motif) ligand 9
Z00006270-1,Rpp14,29.95,-0.263,1.832,1,9.075,0,0,-25898,0,1,3,3,3.387,0,0,0.2886,0,0,Rpp14,ribonuclease P 14 subunit (human)
Z00007496-1,E130008O17Rik,48.61,-0.263,1.832,0,8.553,0,0,0,0,0,0,0,0,0,0,1,0,0,E130008O17Rik,RIKEN cDNA E130008O17 gene
Z00009604-1,Polr3k,91.7,-0.263,1.832,0,11.887,0,0,53898,0,0,3,6,3.6817,0,-0.381965658,0.4255,0,0,Polr3k,polymerase (RNA) III (DNA directed) polypeptide K
Z00011171-1,Prkcn,16.34,-0.263,1.832,0,6.582,0,0,0,0,0,0,0,0,0,-0.245375675,1,0,0,Prkcn,"protein kinase C, nu"
Z00013049-1,Tcfcp2l1,36.32,-0.263,1.832,0,11.246,0,0,-2817,0,0,3,8,8.069,-0.318,0,0.0979,1,1,Tcfcp2l1,transcription factor CP2-like 1
Z00015688-1,Inoc1,7.5,-0.263,1.832,1,5.812,0,0,14068,0,0,1,5,3.758,0,0,0.5154,0,0,Inoc1,INO80 complex homolog 1 (S. cerevisiae)
Z00017893-1,Slc25a36,20.67,-0.263,1.832,0,19.105,0,0,-2953,0,0,5,4,7.0697,0,0,0.2047,0,0,Slc25a36,"solute carrier family 25, member 36"
Z00022663-1,5730494M16Rik,20.89,-0.263,1.832,0,7.317,0,0,-39059,0,1,2,1,1.9594,0,0,0.6083,0,0,5730494M16Rik,RIKEN cDNA 5730494M16 gene
Z00022818-1,Hr,2.63,-0.263,1.832,0,6.483,0,0,0,0,0,0,0,0,0,0,1,0,1,Hr,hairless
Z00024292-1,Ceacam10,23.97,-0.263,1.832,0,11.501,0,0,31884,0,0,1,3,2.4867,0,0,0.5635,0,0,Ceacam10,CEA-related cell adhesion molecule 10
Z00032152-1,LOC672925,7.65,-0.263,1.832,0,9.432,0,0,0,0,0,0,0,0,0,0,1,0,0,LOC672925,hypothetical protein LOC672925
Z00034832-1,Mad2l1,104.08,-0.263,1.832,0,8.435,0,0,-70273,0,0,1,2,1.7616,-0.249,0,0.5438,0,0,Mad2l1,"MAD2 (mitotic arrest deficient, homolog)-like 1 (yeast)"
Z00042241-1,BC066107,15.79,-0.263,1.832,0,6.438,0.00004,0,-10590,0,0,2,2,3.2304,0,0,0.5193,0,0,BC066107,cDNA sequence BC066107
Z00051728-1,Acsl1,40.03,-0.263,1.832,1,10.597,0,0,4628,0,0,0,2,2.0714,0,-0.189520282,0.4852,0,0,Acsl1,acyl-CoA synthetase long-chain family member 1
Z00054924-1,Rpp25,54.76,-0.263,1.832,0,8.41,0,0,7197,0,0,3,2,3.9945,0,-0.457807426,0.5048,0,0,Rpp25,ribonuclease P 25 subunit (human)
Z00057177-1,Ebp,61.37,-0.263,1.832,0,10.217,0,0,480,1,0,0,2,1.868,0,0,0.5501,0,0,Ebp,phenylalkylamine Ca2+ antagonist (emopamil) binding protein
Z00062749-1,Fbxo38,18.62,-0.263,1.832,1,7.937,0,0,-10016,0,1,2,0,1.5323,0,0,0.4899,0,0,Fbxo38,F-box protein 38
Z00064123-1,Ptk6,26.59,-0.263,1.832,1,8.074,0,0,13317,0,0,0,2,1.6304,0,0,0.4394,0,0,Ptk6,"Mus musculus PTK6 protein tyrosine kinase 6 (Ptk6), mRNA"
Z00071268-1,Olfr1173,20.02,-0.263,1.832,0,3.343,0.00966,0.00242,0,0,0,0,0,0,0,0,1,0,0,Olfr1173,olfactory receptor 1173
Z00012580-1,Rhbdd3,25.81,-0.262,1.828,0,7.261,0,0,891,0,0,2,0,2.5823,0,0,0.4789,0,0,Rhbdd3,rhomboid domain containing 3
Z00016151-1,BC029169,5.09,-0.262,1.828,1,5.368,0,0,8607,0,0,0,2,1.7998,0,0,0.563,0,0,BC029169,cDNA sequence BC029169
Z00023560-1,H2-Bl,38.05,-0.262,1.828,1,17.803,0,0,0,0,0,0,0,0,0,0,1,0,0,H2-Bl,"histocompatibility 2, blastocyst"
Z00024364-1,Upk2,40.7,-0.262,1.828,0,14.622,0,0,0,0,0,0,0,0,0,0,1,0,0,Upk2,uroplakin 2
Z00031130-1,Lifr,31.92,-0.262,1.828,1,10.698,0,0,-13030,0,0,4,22,9.3952,0,-0.251434867,0.0276,1,0,Lifr,leukemia inhibitory factor receptor
Z00034120-1,Dph2,76.53,-0.262,1.828,0,9.337,0,0,0,0,0,0,0,0,0,0,1,0,0,Dph2,DPH2 homolog (S. cerevisiae)
Z00034188-1,Bud13,42.51,-0.262,1.828,0,6.954,0,0,42475,0,0,3,0,1.4183,0,0,0.4878,0,0,Bud13,BUD13 homolog (yeast)
Z00035807-1,Six1,41.76,-0.262,1.828,0,23.447,0,0,-38200,0,0,10,11,6.7233,0,-0.300601133,0.1179,1,1,Six1,sine oculis-related homeobox 1 homolog (Drosophila)
Z00037049-1,Kif5a,15.45,-0.262,1.828,0,9.58,0,0,881,0,0,0,2,2.9307,0,0,0.5338,0,0,Kif5a,kinesin family member 5A
Z00053795-1,9430069I07Rik,18.29,-0.262,1.828,0,2.357,0.05139,0.0364,8119,0,0,2,0,1.607,0,0,0.6387,0,0,9430069I07Rik,RIKEN cDNA 9430069I07 gene
Z00054268-1,Pycr2,94.68,-0.262,1.828,0,11.732,0,0,20714,0,0,8,15,8.1227,0,-0.338585083,0.1153,1,0,Pycr2,"pyrroline-5-carboxylate reductase family, member 2"
Z00054452-1,Dennd2c,16.83,-0.262,1.828,0,10.487,0,0,5634,0,0,2,3,4.2892,0,0,0.4846,0,0,Dennd2c,DENN/MADD domain containing 2C
Z00055354-1,Mov10l1,78.04,-0.262,1.828,0,10.002,0,0,18251,0,0,2,2,2.8557,0,0,0.4939,0,0,Mov10l1,Moloney leukemia virus 10-like 1
Z00058572-1,Eif4a1,2.13,-0.262,1.828,1,3.042,0.00204,0.00575,3077,0,0,0,2,2.272,0,0,0.5428,0,0,Eif4a1,"predicted gene, EG433225"
Z00060766-1,Tmem183a,69.61,-0.262,1.828,0,12.153,0,0,0,0,0,0,0,0,0,0,1,0,0,Tmem183a,transmembrane protein 183A
Z00064897-1,LOC634915,19.19,-0.262,1.828,0,4.8,0.00073,0.00003,0,0,0,0,0,0,0,0,1,0,0,LOC634915,"PREDICTED: Mus musculus similar to Major urinary protein 4 precursor (MUP 4) (LOC634915), mRNA"
Z00068485-1,LOC235852,16.34,-0.262,1.828,0,8.974,0,0,0,0,0,0,0,0,0,0,1,0,0,LOC235852,similar to Aldose reductase (AR) (Aldehyde reductase)
Z00001760-1,Ttf2,71.17,-0.261,1.823,0,21.059,0,0,-102151,0,0,2,3,2.234,0,0,0.5093,0,0,Ttf2,"transcription termination factor, RNA polymerase II"
Z00007692-1,Dnalc4,42.55,-0.261,1.823,0,12.098,0,0,0,0,0,0,0,0,0,0,1,0,0,Dnalc4,"dynein, axonemal, light chain 4"
Z00010533-1,Cdkl2,18.76,-0.261,1.823,1,15.299,0,0,-70080,1,0,4,13,3.997,0,0,0.319,0,0,Cdkl2,cyclin-dependent kinase-like 2 (CDC2-related kinase)
Z00010779-1,Kbtbd7,39.66,-0.261,1.823,0,6.73,0,0,174,1,0,3,1,4.1646,0,0,0.2697,0,0,Kbtbd7,kelch repeat and BTB (POZ) domain containing 7
Z00020288-1,2610528E23Rik,80.24,-0.261,1.823,0,10.659,0,0,-3157,0,0,2,0,1.9903,0,-0.284728288,0.5341,0,0,2610528E23Rik,RIKEN cDNA 2610528E23 gene
Z00024956-1,Smarcd3,21.35,-0.261,1.823,1,8.48,0,0,-54239,0,0,0,2,1.1862,0,-0.233571762,0.57,0,1,Smarcd3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
Z00029198-1,A830092I05Rik,4.65,-0.261,1.823,1,10.199,0,0,0,0,0,0,0,0,0,0,1,0,0,A830092I05Rik,RIKEN cDNA A830092I05 gene
Z00035714-1,Ms4a1,15.32,-0.261,1.823,0,6.379,0,0,29909,0,0,0,2,1.3574,0,0,0.6946,0,0,Ms4a1,"membrane-spanning 4-domains, subfamily A, member 1"
Z00036327-1,Abcc5,18.21,-0.261,1.823,1,12.144,0,0,-52274,0,0,2,5,3.1579,0,-0.265887483,0.3465,0,0,Abcc5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5"
Z00056119-1,Centa1,13.12,-0.261,1.823,0,10.143,0,0,-134,0,0,1,6,7.4524,0,0,0.1806,1,0,Centa1,"centaurin, alpha 1"
Z00059515-1,9530002K18Rik,4.57,-0.261,1.823,1,7.895,0,0,-50784,0,0,0,2,1.204,0,0,0.6276,0,0,9530002K18Rik,RIKEN cDNA 9530002K18 gene
Z00061172-1,Ankrd35,19.18,-0.261,1.823,0,15.9,0,0,5930,0,0,4,2,4.6034,0,0,0.4846,0,0,Ankrd35,ankyrin repeat domain 35
Z00063646-1,LOC637260,2.66,-0.261,1.823,1,2.734,0.02739,0.01353,0,0,0,0,0,0,0,0,1,0,0,LOC637260,similar to Ig kappa chain V-IV region B17 precursor
Z00004420-1,Nos3,21.53,-0.26,1.819,0,16.016,0,0,13300,0,0,2,0,1.437,0,0,0.673,0,0,Nos3,"nitric oxide synthase 3, endothelial cell"
Z00016218-1,Metrn,51.03,-0.26,1.819,0,11.195,0,0,-2874,0,0,2,0,2.0331,0,-0.221146539,0.5549,0,0,Metrn,"meteorin, glial cell differentiation regulator"
Z00020417-1,Susd2,29.95,-0.26,1.819,0,11.684,0,0,7988,0,0,3,0,2.0708,0,-0.234232719,0.5466,0,0,Susd2,sushi domain containing 2
Z00027042-1,Tph2,23.23,-0.26,1.819,0,7.91,0,0,24688,0,0,0,2,1.4177,0,0,0.68,0,0,Tph2,tryptophan hydroxylase 2
Z00027043-1,Klk1b11,20.49,-0.26,1.819,0,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,Klk1b11,kallikrein 1-related peptidase b11
Z00027751-1,Hoxc6,3.96,-0.26,1.819,1,3.286,0.00095,0.00285,-3254,0,0,4,0,3.0268,0,0,0.5428,0,1,Hoxc6,homeo box C6
Z00029238-1,EG328314,23.6,-0.26,1.819,0,14.607,0,0,0,0,0,0,0,0,0,0,1,0,0,EG328314,"predicted gene, EG328314"
Z00030712-1,2810455K09Rik,19.58,-0.26,1.819,1,9.988,0,0,-4711,1,0,2,3,3.4068,0,0,0.319,0,0,2810455K09Rik,RIKEN cDNA 2810455K09 gene
Z00034628-1,Slc3a2,18.36,-0.26,1.819,1,8.816,0,0,-2654,0,0,1,2,3.6998,0,0,0.319,0,0,Slc3a2,"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
Z00049214-1,Rab11fip4,18.29,-0.26,1.819,0,14.872,0,0,-24379,0,0,1,7,3.8942,0,0,0.5018,0,0,Rab11fip4,RAB11 family interacting protein 4 (class II)
Z00061151-1,4930558O21Rik,18.68,-0.26,1.819,0,10.028,0,0,733,0,0,0,3,3.7626,0,0,0.5046,0,0,4930558O21Rik,RIKEN cDNA 4930558O21 gene
Z00062142-1,Atg9b,14.68,-0.26,1.819,0,14.681,0,0,-742,0,0,1,2,4.6152,0,0,0.4846,0,0,Atg9b,ATG9 autophagy related 9 homolog B (S. cerevisiae)
Z00063484-1,Cdk2ap1,25.64,-0.26,1.819,0,11.424,0,0,-559,0,0,0,2,2.9307,0,-0.346390324,0.4328,0,0,Cdk2ap1,CDK2 (cyclin-dependent kinase 2)-associated protein 1
Z00071646-1,E130014H10Rik,18.51,-0.26,1.819,0,6.274,0.00005,0,0,0,0,0,0,0,0,0,1,0,0,E130014H10Rik,RIKEN cDNA E130014H10 gene
Z00003461-1,Thnsl1,42.59,-0.259,1.815,1,11.158,0,0,-6013,0,0,3,0,2.2084,0,-0.224254854,0.4852,0,0,Thnsl1,threonine synthase-like 1 (bacterial)
