"Table S12. Combined tentative target genes (TTGs) of Pou5f1, Sox2, and Nanog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Features of OCT4/NANOG binding site,,,,,,Logratio of gene expression in lineage committed cells compared to ES*,,,,,,,,,,,,,,,,,,,,,,,,,,
Set,1,0,0,-0.4,-0.357,0,18.26,44.46,NA,-1,1,0,-411,1,0,5,2,6.3918,-0.3093,-0.5674,-0.9008,-0.4247,Down-regulated,Yes,Set,SET translocation,,,,,,,,,,,,,,,,,,,
Setx,1,0,0,-0.464,-0.391,0,10.1,48.31,NA,-1,1,0,4184,0,0,2,4,5.1189,0.34526,-0.4815,-0.4501,-0.4833,Mixed,No,Setx,senataxin,,,,,,,,,,,,,,,,,,,
Sfmbt2,0,0,1,0.43,0.349,0.356,40.47,51.34,62.03,1,3,0,-35793,0,0,1,15,2.864,0.6692,-0.6409,-0.325,-0.6804,Mixed,No,Sfmbt2,Scm-like with four mbt domains 2,,,,,,,,,,,,,,,,,,,
Sfrp1,1,0,1,-0.479,0,-0.391520636,7.81,NA,NA,-1,1,0,-211,1,0,2,1,3.4267,-0.46491,-0.5311,0,-0.3208,Down-regulated,Yes,Sfrp1,secreted frizzled-related sequence protein 1,,,,,,,,,,,,,,,,,,,
Sgk,1,0,1,-0.81,0,-0.251,21.04,NA,45.93,-1,1,0,-3332,0,0,7,13,11.3744,-0.9904,-1.3834,-0.3786,-0.3506,Down-regulated,Yes,Sgk,serum/glucocorticoid regulated kinase,,,,,,,,,,,,,,,,,,,
Sgol1,1,1,0,-0.275,-0.178,0,64.84,95.29,NA,-1,1,0,37725,1,0,74,40,17.603,0,0,-0.2075,-0.3198,Down-regulated,Yes,Sgol1,shugoshin-like 1 (S. pombe),,,,,,,,,,,,,,,,,,,
Shc1,1,0,0,-0.431,0.178,0,32.4,11.83,NA,-1,0,1,-136,0,0,2,1,4.4808,0.1841,-0.3291,-0.1801,0,Mixed,No,Shc1,src homology 2 domain-containing transforming protein C1,,,,,,,,,,,,,,,,,,,
Shf,1,0,0,-0.306,0,0,18.29,NA,NA,-1,0,0,-9956,0,0,0,17,6.5119,0,0,0,0,No change,No,Shf,Src homology 2 domain containing F,,,,,,,,,,,,,,,,,,,
Si,1,1,0,-0.603,-0.684,0,10.93,22.34,NA,-1,1,0,1312,0,0,1,2,4.3163,-0.35711,-0.3575,0,-0.351,Down-regulated,Yes,Si,silver,,,,,,,,,,,,,,,,,,,
Sin3b,0,0,1,0.812,0.5,0.282,43.21,37.97,52.35,1,3,0,-46774,0,1,1,15,3.0239,0.59855,0,0,0,Up-regulated,Yes,Sin3b,"transcriptional regulator, SIN3B (yeast)",,,,,,,,,,,,,,,,,,,
Six1,1,0,0,-0.262,0.307,0,41.76,12.23,NA,1,0,1,-38200,0,0,10,11,3.8996,-0.211,-0.2583,-0.1817,0,Down-regulated,Yes,Six1,sine oculis-related homeobox 1 homolog (Drosophila),,,,,,,,,,,,,,,,,,,
Six4,1,0,0,-0.269,0.212,0,36.96,11.72,NA,-1,0,1,27219,0,0,10,11,7.2597,-0.3052,-0.7664,-0.307,-0.4064,Down-regulated,Yes,Six4,"Mus musculus sine oculis-related homeobox 4 homolog (Drosophila) (Six4), mRNA",,,,,,,,,,,,,,,,,,,
Skp2,1,1,0,-0.402,-0.182,0,27.6,94.11,NA,-1,1,0,5351,0,0,3,10,7.6373,-0.36198,0,-0.4715,-0.2732,Down-regulated,Yes,Skp2,S-phase kinase-associated protein 2 (p45),,,,,,,,,,,,,,,,,,,
Slc11a1,0,0,1,0,0.25,-0.374917086,NA,19.42,NA,-1,0,1,-6029,0,0,0,3,2.5048,0,-0.2048,0,0,Down-regulated,Yes,Slc11a1,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",,,,,,,,,,,,,,,,,,,
Slc15a1,1,0,0,-0.384,0,0,19.33,NA,NA,-1,0,0,-1467,0,0,3,17,13.1021,-0.24204,0,0,0,Down-regulated,Yes,Slc15a1,"solute carrier family 15 (oligopeptide transporter), member 1",,,,,,,,,,,,,,,,,,,
Slc16a3,0,0,1,0,0,-0.417561476,NA,NA,55.69,-1,0,0,14126,0,0,1,3,2.9902,0.23584,-0.8085,-0.7346,-0.3324,Mixed,No,Slc16a3,"solute carrier family 16 (monocarboxylic acid transporters), member 3",,,,,,,,,,,,,,,,,,,
Slc25a36,0,0,1,-0.263,0,-0.423,20.67,NA,10.02,-1,1,0,-2953,0,0,5,4,7.0697,-0.3183,0,0,-0.1911,Down-regulated,Yes,Slc25a36,"solute carrier family 25, member 36",,,,,,,,,,,,,,,,,,,
Slc35d3,0,1,0,0,-0.192,0,NA,88.74,NA,-1,0,0,50262,1,1,30,8,7.4617,0,0,No data,0,No change,No,Slc35d3,"solute carrier family 35, member D3",,,,,,,,,,,,,,,,,,,
Slc35f2,1,0,1,-0.443,0.261,0.216284874,11.06,75.18,NA,1,1,2,35504,0,0,3,17,3.5915,-0.19511,-1.2218,-1.2402,-1.157,Down-regulated,Yes,Slc35f2,"solute carrier family 35, member F2",,,,,,,,,,,,,,,,,,,
Slc39a14,1,1,0,-0.497,-0.35,0,7.11,17.68,NA,-1,1,0,-425,0,0,5,0,4.5421,-0.2702,-0.5783,0,0,Down-regulated,Yes,Slc39a14,"solute carrier family 39 (zinc transporter), member 14",,,,,,,,,,,,,,,,,,,
Slc39a4,1,0,0,-0.786,-0.303,0,19.6,76.82,NA,-1,1,0,636,0,0,3,1,5.2401,-0.36357,-0.814,-0.7215,-0.4884,Down-regulated,Yes,Slc39a4,"solute carrier family 39 (zinc transporter), member 4",,,,,,,,,,,,,,,,,,,
Slc5a1,0,1,1,0,-0.346,-0.1851,NA,20.61,NA,-1,1,0,3130,0,0,1,5,5.2818,0,0,0,0,No change,No,Slc5a1,"solute carrier family 5 (sodium/glucose cotransporter), member 1",,,,,,,,,,,,,,,,,,,
Slc6a1,0,1,0,0,-0.273,0,NA,33.84,NA,-1,0,0,2158,0,0,0,6,4.8457,0,1.1504,0.9457,0,Up-regulated,No,Slc6a1,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",,,,,,,,,,,,,,,,,,,
Slc6a15,1,1,1,-0.842,-0.797,-0.43768491,7.95,12.98,NA,-1,3,0,1357,1,0,3,2,4.7777,-1.21593,-1.0463,-0.9684,0,Down-regulated,Yes,Slc6a15,"solute carrier family 6 (neurotransmitter transporter), member 15",,,,,,,,,,,,,,,,,,,
Slc7a3,1,0,1,-1.121,-1.244,-0.401677207,5.14,9.15,83.43,-1,3,0,920,0,0,8,0,6.0682,-0.7752,-0.804,-0.7493,-1.1323,Down-regulated,Yes,Slc7a3,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3",,,,,,,,,,,,,,,,,,,
Slc7a7,1,0,1,-0.554,0.191,-0.352,22.9,11.25,53.1,-1,1,2,1710,0,0,0,6,5.0999,-0.2993,-1.23,-0.7465,-1.0149,Down-regulated,Yes,Slc7a7,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",,,,,,,,,,,,,,,,,,,
Slc9a2,0,1,0,0,-0.182,0,NA,38.84,NA,-1,0,0,-1254,0,0,2,3,6.0279,0,0,No data,0.3496,Up-regulated,No,Slc9a2,"solute carrier family 9 (sodium/hydrogen exchanger), member 2",,,,,,,,,,,,,,,,,,,
Slc9a9,1,0,0,-0.207,0,0,4.62,NA,NA,-1,0,0,-7357,0,0,9,11,9.485,0,0.461,No data,0,Up-regulated,No,Slc9a9,"solute carrier family 9 (sodium/hydrogen exchanger), isoform 9",,,,,,,,,,,,,,,,,,,
Smad7,1,0,0,-0.335,0.274,0,70.38,36.28,NA,-1,0,1,-21809,0,0,8,9,6.7033,0.44092,-1.3712,-1.1298,0,Mixed,No,Smad7,MAD homolog 7 (Drosophila),,,,,,,,,,,,,,,,,,,
Smarca2,1,0,0,0.37,0.401,0,65.37,34.86,NA,1,1,0,857,0,0,3,4,3.9251,0,0.784,0.5278,0.3479,Up-regulated,Yes,Smarca2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",,,,,,,,,,,,,,,,,,,
Smarcd1,0,0,1,-0.25,0,-0.205,47.85,NA,76.21,-1,1,0,2597,0,0,0,3,3.0312,0,0,0,-0.2167,Down-regulated,Yes,Smarcd1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",,,,,,,,,,,,,,,,,,,
Smc1b,0,0,1,-0.249,-0.346,-0.305232073,25.02,70.84,NA,-1,3,0,158,1,0,2,0,1.5206,0,-0.1997,-0.1889,-0.2124,Down-regulated,Yes,Smc1b,structural maintenace of chromosomes 1B,,,,,,,,,,,,,,,,,,,
Snta1,1,0,0,-0.22,0,0,21.9,NA,NA,-1,0,0,1390,1,0,6,4,7.824,0,-0.2498,0,0,Down-regulated,Yes,Snta1,"syntrophin, acidic 1",,,,,,,,,,,,,,,,,,,
Sntb2,0,0,1,-0.36,-0.276,-0.291,36.29,43.08,39.82,-1,3,0,-11332,0,0,1,2,2.6651,-0.79098,-0.5965,-0.3414,0,Down-regulated,Yes,Sntb2,"syntrophin, basic 2",,,,,,,,,,,,,,,,,,,
Snx10,1,1,1,-0.484,-0.283,-0.25219697,43.11,24.37,NA,-1,3,0,-124,0,0,0,6,5.7389,0,-0.2118,-0.2163,0,Down-regulated,Yes,Snx10,sorting nexin 10,,,,,,,,,,,,,,,,,,,
Snx11,1,0,1,-0.471,0,-0.190333333,17.9,NA,NA,-1,1,0,-2912,0,1,4,3,6.0729,0,0,0,0,No change,No,Snx11,sorting nexin 11,,,,,,,,,,,,,,,,,,,
Socs2,1,1,1,-0.913,-0.612,-0.365,11.89,24.02,13.95,-1,3,0,-38687,0,0,7,4,4.4008,0,-0.5943,-0.4202,-0.4799,Down-regulated,Yes,Socs2,suppressor of cytokine signaling 2,,,,,,,,,,,,,,,,,,,
Socs3,1,0,0,-0.313,0,0,57.68,NA,NA,-1,0,0,3985,0,0,2,3,4.6391,0,-0.9123,0,-0.8288,Down-regulated,Yes,Socs3,suppressor of cytokine signaling 3,,,,,,,,,,,,,,,,,,,
Son,1,0,0,0.244,0,0,49.75,NA,NA,1,0,0,13583,0,0,2,4,2.7825,0,0,0.2827,0,Up-regulated,Yes,Son,Son cell proliferation protein,,,,,,,,,,,,,,,,,,,
Sorl1,0,0,1,-0.408,0,-0.354238914,42.29,NA,21.75,-1,1,0,-7401,0,0,2,2,3.5035,0,0,0.6949,0,Up-regulated,No,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",,,,,,,,,,,,,,,,,,,
Sox2,1,0,1,-1.232,0.277,-0.189,34.23,7.82,79.95,-1,1,2,-3493,1,0,6,8,7.9646,-0.2465,0.1835,0,-1.577,Mixed,No,Sox2,SRY-box containing gene 2,,,,,,,,,,,,,,,,,,,
Spp1,1,1,1,-0.753,-0.247,-0.454,35.38,39.45,19.87,-1,3,0,-844,0,0,3,2,6.2609,-1.2114,-1.2562,-1.0719,-0.3313,Down-regulated,Yes,Spp1,secreted phosphoprotein 1,,,,,,,,,,,,,,,,,,,
Spred2,1,0,1,-0.279,0,-0.346,44.93,NA,22.45,-1,1,0,-4874,1,0,4,8,6.5134,0.53211,0.4163,-0.2234,0,Mixed,No,Spred2,"sprouty-related, EVH1 domain containing 2",,,,,,,,,,,,,,,,,,,
Spry4,1,1,1,-0.504,-0.347,-0.548,21.74,21.3,10.76,-1,3,0,-530,1,0,5,2,6.4038,0,0.1827,-0.2072,0,Mixed,No,Spry4,sprouty homolog 4 (Drosophila),,,,,,,,,,,,,,,,,,,
Sptlc2,1,0,1,0.432,0,0.1938,58.2,NA,NA,1,1,0,10577,0,0,1,39,4.5069,0.22859,0,0,0.236,Up-regulated,Yes,Sptlc2,"serine palmitoyltransferase, long chain base subunit 2",,,,,,,,,,,,,,,,,,,
Ss18,1,0,0,0.309,0,0,3.51,NA,NA,1,0,0,7729,0,0,4,3,3.1547,0,0,-0.2147,0,Down-regulated,No,Ss18,"synovial sarcoma translocation, Chromosome 18",,,,,,,,,,,,,,,,,,,
Ssbp4,0,0,1,-0.212,0,-0.205,21.95,NA,64.6,-1,1,0,422,0,0,5,1,6.4539,0.21364,0.1803,No data,-0.189,Mixed,No,Ssbp4,single stranded DNA binding protein 4,,,,,,,,,,,,,,,,,,,
Ssr2,1,0,0,-0.346,0,0,9.91,NA,NA,-1,0,0,-7336,0,0,9,27,13.4244,-0.3494,-0.3055,-0.2746,-0.2695,Down-regulated,Yes,Ssr2,"signal sequence receptor, beta",,,,,,,,,,,,,,,,,,,
St8sia6,0,1,0,0,-0.849,0,NA,12.1,NA,-1,0,0,25268,0,0,1,7,3.8627,-0.2379,0,0,0,Down-regulated,No,St8sia6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",,,,,,,,,,,,,,,,,,,
Stag3,0,0,1,0,0,-0.30400652,NA,NA,NA,-1,0,0,1958,0,0,0,2,2.5169,0,-0.3295,-0.3874,-0.5687,Down-regulated,Yes,Stag3,stromal antigen 3,,,,,,,,,,,,,,,,,,,
Stk35,0,0,1,0,0,-0.191572479,NA,NA,NA,-1,0,0,-1575,0,0,1,22,13.1101,0,0,0,0,No change,No,Stk35,serine/threonine kinase 35,,,,,,,,,,,,,,,,,,,
Stk38,1,0,0,-0.204,0,0,26.77,NA,NA,-1,0,0,-188,1,0,2,16,12.0766,-0.2407,0,0,0,Down-regulated,Yes,Stk38,serine/threonine kinase 38,,,,,,,,,,,,,,,,,,,
Stoml1,1,0,1,-0.287,0,-0.25,12.53,NA,70.53,-1,1,0,23212,0,1,9,46,13.129,-0.38789,-0.3135,No data,0,Down-regulated,Yes,Stoml1,stomatin-like 1,,,,,,,,,,,,,,,,,,,
Sulf1,1,1,1,-0.513,-0.518,0.348083333,16.97,24.57,NA,-1,1,2,16742,0,0,4,17,7.8692,-1.73158,-1.2546,-0.4888,0.5804,Mixed,No,Sulf1,sulfatase 1,,,,,,,,,,,,,,,,,,,
Sumo3,1,0,0,-0.235,0,0,34.75,NA,NA,-1,0,0,-2362,0,0,6,10,10.6875,-0.3946,0,0,0,Down-regulated,Yes,Sumo3,SMT3 suppressor of mif two 3 homolog 3 (yeast),,,,,,,,,,,,,,,,,,,
Suz12,1,1,0,-0.358,-0.27,0,11.85,42.04,NA,-1,1,0,-12925,0,0,7,5,5.9915,0.31051,-0.2443,-0.3835,-0.3802,Mixed,No,Suz12,suppressor of zeste 12 homolog (Drosophila),,,,,,,,,,,,,,,,,,,
Sycp3,0,0,1,-0.242,0,-0.305900119,58.58,NA,NA,-1,1,0,1516,0,0,0,2,2.6671,-1.14964,-0.8481,-0.9222,-0.8094,Down-regulated,Yes,Sycp3,synaptonemal complex protein 3,,,,,,,,,,,,,,,,,,,
Syncrip,0,0,1,-0.226,-0.223,-0.402,91.57,76.45,10.82,-1,3,0,-1149,0,0,0,6,5.5892,0,0,-0.3929,0,Down-regulated,Yes,Syncrip,"synaptotagmin binding, cytoplasmic RNA interacting protein",,,,,,,,,,,,,,,,,,,
Tax1bp1,0,0,1,0.29,0,-0.234,91.85,NA,58.26,1,0,1,8228,0,0,1,3,2.5027,0,0,0,0,No change,No,Tax1bp1,Tax1 (human T-cell leukemia virus type I) binding protein 1,,,,,,,,,,,,,,,,,,,
Tbc1d13,1,0,0,-0.449,0,0,10.16,NA,NA,-1,0,0,1683,0,0,3,2,5.5598,0,-0.4588,0,-0.3613,Down-regulated,Yes,Tbc1d13,"TBC1 domain family, member 13",,,,,,,,,,,,,,,,,,,
Tbca,0,0,1,0,0,0.191016667,NA,NA,NA,1,0,0,-82669,0,0,5,31,3.9972,0.21175,0.1798,-0.2325,0,Mixed,No,Tbca,tubulin cofactor a,,,,,,,,,,,,,,,,,,,
Tbx15,1,0,0,0.255,0,0,58.96,NA,NA,1,0,0,1114,1,0,2,3,2.8388,0.914,0,-0.1788,0,Mixed,No,Tbx15,T-box 15,,,,,,,,,,,,,,,,,,,
Tbx3,0,1,1,-0.278,-0.198,-0.523966667,103.39,84.33,NA,-1,3,0,10078,0,0,8,8,7.6768,0,-1.0275,-0.6585,0,Down-regulated,Yes,Tbx3,T-box 3,,,,,,,,,,,,,,,,,,,
Tcea1,1,1,1,-0.515,-0.293,-0.405,40.54,59.91,19.21,-1,3,0,-2022,0,0,5,11,10.941,-0.26974,-0.2423,0,0,Down-regulated,Yes,Tcea1,transcription elongation factor A (SII) 1,,,,,,,,,,,,,,,,,,,
Tcf3,1,0,0,-0.282,0,0,7.33,NA,NA,-1,0,0,1629,1,0,5,9,9.6347,0,-1.2222,-0.7198,-0.4375,Down-regulated,Yes,Tcf3,transcription factor 3,,,,,,,,,,,,,,,,,,,
Tcf7,0,0,1,0,0,-0.225,NA,NA,74.28,-1,0,0,-57023,0,0,5,5,3.8806,0,0,0,0,No change,No,Tcf7,expressed sequence AI465550,,,,,,,,,,,,,,,,,,,
Tcfap2c,0,0,1,0.243,0.251,0.292,100.18,45.11,56.44,1,3,0,-1091,0,0,1,11,4.1551,0.4231,-1.033,-0.9978,-1.0962,Mixed,No,Tcfap2c,"transcription factor AP-2, gamma",,,,,,,,,,,,,,,,,,,
Tcfcp2l1,1,0,1,-0.263,0,-0.217716667,36.32,NA,NA,-1,1,0,-2817,0,0,3,8,8.069,0,-1.6415,-1.1042,-1.5575,Down-regulated,Yes,Tcfcp2l1,transcription factor CP2-like 1,,,,,,,,,,,,,,,,,,,
Tcfe3,1,0,0,-0.257,0,0,13.9,NA,NA,-1,0,0,1097,0,0,3,5,8.2945,0,0,0,-0.2984,Down-regulated,Yes,Tcfe3,transcription factor E3,,,,,,,,,,,,,,,,,,,
Tcl1,1,0,1,-1.379,-0.559,-0.431051172,12.5,26.76,NA,-1,3,0,-748,1,0,7,0,4.5406,-1.5368,-1.2378,-1.2079,-1.1967,Down-regulated,Yes,Tcl1,T-cell lymphoma breakpoint 1,,,,,,,,,,,,,,,,,,,
Tcte3,1,0,0,-0.312,0,0,47.48,NA,NA,-1,0,0,610,1,0,16,0,8.2683,0.20106,-0.3843,-0.2931,-0.2118,Mixed,No,Tcte3,t-complex-associated testis expressed 3,,,,,,,,,,,,,,,,,,,
Tdgf1,1,0,1,-0.853,0,-0.242,7.7,NA,69.55,-1,1,0,-1236,0,0,0,11,8.0235,-0.8016,-0.896,-0.8211,-0.9053,Down-regulated,Yes,Tdgf1,teratocarcinoma-derived growth factor,,,,,,,,,,,,,,,,,,,
Tdh,1,1,1,-1.312,-0.79,-0.309,12.17,20,42.26,-1,3,0,7795,0,0,7,17,10.3829,-1.86637,-1.3434,-1.368,-1.3197,Down-regulated,Yes,Tdh,L-threonine dehydrogenase,,,,,,,,,,,,,,,,,,,
Tec,1,0,0,1.262,0.859,0,10.07,28.13,NA,1,1,0,-32417,0,0,6,27,4.3481,0,-0.4306,-0.2583,0.4737,Mixed,No,Tec,"cytoplasmic tyrosine kinase, Dscr28C related (Drosophila)",,,,,,,,,,,,,,,,,,,
Tera,1,1,1,-0.555,-0.409,-0.249567232,16.31,31.1,77.6,-1,3,0,-46050,0,0,7,8,5.2572,-0.38015,-0.5507,-0.6833,-0.7207,Down-regulated,Yes,Tera,"teratocarcinoma expressed, serine rich",,,,,,,,,,,,,,,,,,,
Terf1,1,1,0,-0.217,-0.45,0,2.72,26.3,NA,-1,1,0,-755,1,1,2,6,7.2876,-0.35803,-1.0853,-1.264,-0.6909,Down-regulated,Yes,Terf1,telomeric repeat binding factor 1,,,,,,,,,,,,,,,,,,,
Tesk2,0,1,1,0,-0.347,0.211,NA,32.35,33.25,-1,0,1,4422,0,0,2,11,7.8285,-0.23743,-0.6307,No data,-0.5418,Down-regulated,No,Tesk2,testis-specific kinase 2,,,,,,,,,,,,,,,,,,,
Tex14,1,0,1,-0.447,0,-0.321,20.34,NA,37.35,-1,1,0,10992,0,0,2,8,5.5116,-0.49212,-0.5722,-0.6073,-0.4611,Down-regulated,Yes,Tex14,testis expressed gene 14,,,,,,,,,,,,,,,,,,,
Tex19,0,0,1,0,0,0.238820702,NA,NA,59.33,1,0,0,8430,0,0,1,8,3.0954,0.3174,-0.2515,0,-0.4084,Mixed,No,Tex19,testis expressed gene 19,,,,,,,,,,,,,,,,,,,
Tfdp2,0,1,0,-0.306,-0.215,0,51.29,42.17,NA,-1,1,0,-28355,0,0,2,9,4.6822,0,-0.1875,0,-0.3373,Down-regulated,Yes,Tfdp2,transcription factor Dp 2,,,,,,,,,,,,,,,,,,,
Tfpi,1,0,0,-0.418,-0.299,0,33.24,19.15,NA,-1,1,0,-182,1,0,1,4,5.1145,0.41977,-1.2966,-1.1908,-0.3086,Mixed,No,Tfpi,tissue factor pathway inhibitor,,,,,,,,,,,,,,,,,,,
Tgif,1,1,0,-0.438,-0.213,0,51.63,62.38,NA,-1,1,0,-12431,0,0,4,14,7.731,-0.3289,-0.6421,-0.522,0,Down-regulated,Yes,Tgif,TG interacting factor,,,,,,,,,,,,,,,,,,,
Tgm3,0,1,0,0,-0.223,0,NA,28.88,NA,-1,0,0,-726,0,0,0,4,4.4925,0,0,0,0,No change,No,Tgm3,"transglutaminase 3, E polypeptide",,,,,,,,,,,,,,,,,,,
Thbs2,0,0,1,0,0,0.189598926,NA,NA,NA,1,0,0,1016,0,0,1,8,3.8825,0,-0.306,0,0.1907,Mixed,No,Thbs2,thrombospondin 2,,,,,,,,,,,,,,,,,,,
Tiparp,0,1,1,-0.218,-0.275,-0.253,4.89,31.69,24.3,-1,3,0,129085,0,0,5,9,3.9735,-0.26725,0.2026,No data,0,Mixed,No,Tiparp,TCDD-inducible poly(ADP-ribose) polymerase,,,,,,,,,,,,,,,,,,,
Tle1,1,0,0,-0.465,-0.478,0,19.04,9.93,NA,-1,1,0,53674,0,0,4,8,4.4116,-0.3458,0,0,0,Down-regulated,Yes,Tle1,"transducin-like enhancer of split 1, homolog of Drosophila E(spl)",,,,,,,,,,,,,,,,,,,
Tle3,0,0,1,0.408,0.256,0.217,63.8,35.87,57.99,1,3,0,-6231,0,0,5,4,3.5256,0,-0.3713,0,0,Down-regulated,No,Tle3,"transducin-like enhancer of split 3, homolog of Drosophila E(spl)",,,,,,,,,,,,,,,,,,,
Tle4,0,1,1,-0.755,-0.547,-0.277,25.63,29.15,59.88,-1,3,0,-57894,0,0,1,9,3.6261,-0.7418,0,0,-0.7699,Down-regulated,Yes,Tle4,"transducin-like enhancer of split 4, homolog of Drosophila E(spl)",,,,,,,,,,,,,,,,,,,
Tmc5,1,0,0,-0.52,0,0,14.25,NA,NA,-1,0,0,-3557,0,0,3,3,5.2973,0,0,0,-0.2547,Down-regulated,Yes,Tmc5,transmembrane channel-like gene family 5,,,,,,,,,,,,,,,,,,,
Tmed9,1,0,0,-0.577,0,0.176366667,0.91,NA,NA,-1,0,1,-1231,0,0,4,1,5.6004,0.28041,0.4004,0,0.2346,Up-regulated,Yes,Tmed9,transmembrane emp24 protein transport domain containing 9,,,,,,,,,,,,,,,,,,,
Tmem131,1,1,0,-0.321,-0.184,0,23.38,92.4,NA,-1,1,0,-46629,0,0,4,21,6.8717,0,0,0,0,No change,No,Tmem131,transmembrane protein 131,,,,,,,,,,,,,,,,,,,
Tmem2,1,0,0,-0.295,0,0,42.74,NA,NA,-1,0,0,6841,0,0,1,12,6.8097,0.47844,-0.2142,-0.2618,-0.2725,Mixed,No,Tmem2,transmembrane protein 2,,,,,,,,,,,,,,,,,,,
Tmem20,1,1,0,-0.489,-0.188,0,53.85,91.92,NA,-1,1,0,-47510,0,0,12,34,10.256,0.39622,-0.2449,-0.2616,-0.5542,Mixed,No,Tmem20,transmembrane protein 20,,,,,,,,,,,,,,,,,,,
Tmem64,1,0,0,-0.666,-0.336,0,21.76,39.89,NA,-1,1,0,-21410,0,0,0,12,4.4042,0.2983,0,0,0.2273,Up-regulated,No,Tmem64,transmembrane protein 64,,,,,,,,,,,,,,,,,,,
Tmem8,1,1,0,-0.604,-0.294,0,20.84,45.62,NA,-1,1,0,-2866,0,0,2,8,7.4936,-0.9567,-1.033,-0.4544,-0.56,Down-regulated,Yes,Tmem8,transmembrane protein 8 (five membrane-spanning domains),,,,,,,,,,,,,,,,,,,
Tmpo,0,0,1,0,0,-0.296,NA,NA,39.48,-1,0,0,7297,0,0,0,3,2.3933,0,0,0,0,No change,No,Tmpo,thymopoietin,,,,,,,,,,,,,,,,,,,
Tmsb4x,0,1,0,0.283,-0.476,0.35055,76.12,23.19,NA,1,1,2,51136,0,0,2,11,2.9806,0,0.4375,0.2146,0.362,Up-regulated,Yes,Tmsb4x,"thymosin, beta 4, X chromosome",,,,,,,,,,,,,,,,,,,
Tnfrsf19,0,1,0,0,-0.396,0,NA,7.33,NA,-1,0,0,18051,0,0,5,25,9.5764,-0.60953,0.6673,0.4619,-0.6974,Mixed,No,Tnfrsf19,"tumor necrosis factor receptor superfamily, member 19",,,,,,,,,,,,,,,,,,,
Tnfsf11,1,1,0,-0.3,-0.536,0,5.37,17.33,NA,-1,1,0,23023,0,0,8,16,8.1704,0,-0.3928,0,0,Down-regulated,Yes,Tnfsf11,"tumor necrosis factor (ligand) superfamily, member 11",,,,,,,,,,,,,,,,,,,
Tnfsf12,1,0,1,-0.217,0.285,-0.211066667,10.1,33.3,NA,-1,1,2,-7353,0,1,8,5,7.1427,0,-0.1883,-0.2546,0.289,Mixed,No,Tnfsf12,"tumor necrosis factor (ligand) superfamily, member 12",,,,,,,,,,,,,,,,,,,
Tns3,1,0,0,-0.426,-0.268,0,20.66,21.35,NA,-1,1,0,28910,0,0,1,10,4.487,0,0,0,0.1938,Up-regulated,No,Tns3,tensin 3,,,,,,,,,,,,,,,,,,,
Tob1,0,0,1,0,0.288,-0.417,NA,52.17,11.37,-1,0,1,-954,1,0,5,0,3.4795,0,0,0,0,No change,No,Tob1,transducer of ErbB-2.1,,,,,,,,,,,,,,,,,,,
Tpi1,0,0,1,0.305,0.303,-0.314621018,55.93,66.28,NA,1,1,2,1262,0,0,2,0,1.585,0,0.3107,0,0,Up-regulated,Yes,Tpi1,triosephosphate isomerase 1,,,,,,,,,,,,,,,,,,,
Trh,1,0,0,-0.731,-1.338,0.457916667,16.47,13.64,NA,-1,1,2,-2396,0,0,6,0,4.1809,-1.46659,-1.197,-1.0874,-1.3928,Down-regulated,Yes,Trh,thyrotropin releasing hormone,,,,,,,,,,,,,,,,,,,
Trim2,1,1,0,-0.557,-0.445,-0.223617965,8.51,17.17,NA,-1,3,0,10113,0,0,2,7,5.2651,-0.57153,-0.2019,0,0,Down-regulated,Yes,Trim2,tripartite motif protein 2,,,,,,,,,,,,,,,,,,,
Trim24,1,0,0,-0.459,0,0,46.29,NA,NA,-1,0,0,-181095,0,0,3,25,5.3327,-0.3164,-0.3028,-0.3483,-0.414,Down-regulated,Yes,Trim24,tripartite motif protein 24,,,,,,,,,,,,,,,,,,,
Trp53,0,0,1,0,0,-0.183,NA,NA,81.86,-1,0,0,1549,0,0,10,5,10.9742,0,0,0,0,No change,No,Trp53,transformation related protein 53,,,,,,,,,,,,,,,,,,,
Trp53bp1,1,0,0,-0.198,0,0,87.77,NA,NA,-1,0,0,544,0,0,6,13,14.3712,0,0.1911,0,-0.2195,Mixed,No,Trp53bp1,transformation related protein 53 binding protein 1,,,,,,,,,,,,,,,,,,,
Trpd52l3,0,0,1,0,0,0.496,NA,NA,8.51,1,0,0,1861,0,0,0,6,2.2125,0,0,No data,0,No change,No,Trpd52l3,RIKEN cDNA 4931412G03 gene,,,,,,,,,,,,,,,,,,,
